hit_id,decision_id,att_attachmentLink,att_metadataReference,matchedKeywords,matchedLanguage,matchContext,loadedAt,att_attachmentCategory,att_attachmentDocumentDate,att_attachmentIdSequence,att_attachmentLanguage,att_attachmentLocationType,att_attachmentName,att_attachmentPublicationBusinessDate,att_attachmentPublicationDescription,att_attachmentSentDate,att_language,att_metadataType,caseAtt_attachmentCategory,caseAtt_attachmentDocumentDate,caseAtt_attachmentIdSequence,caseAtt_attachmentLanguage,caseAtt_attachmentLink,caseAtt_attachmentLocationType,caseAtt_attachmentName,caseAtt_attachmentPublicationBusinessDate,caseAtt_attachmentPublicationDescription,caseAtt_attachmentSentDate,caseAtt_language,caseAtt_metadataReference,caseAtt_metadataType,case_caseAidInstruments,case_caseCartel,case_caseCompanies,case_caseCourtCases,case_caseDeadlineDate,case_caseDg,case_caseEvents,case_caseEventsDates,case_caseExternalLinks,case_caseInitiationDate,case_caseInstrument,case_caseInvestigationPhase,case_caseLastDecisionDate,case_caseLegalBasis,case_caseLinks,case_caseNotificationDate,case_caseNumber,case_caseNumberPart,case_caseOfficialJournalPublications,case_caseOfficialJournalPublicationsPublishedDates,case_casePressReleases,case_casePressReleasesPublicationDates,case_casePrimaryLaws,case_caseRegions,case_caseRegulation,case_caseRenotificationDate,case_caseSecondaryLaws,case_caseSectors,case_caseSimplified,case_caseSimplifiedProcedure,case_caseTimelineEvents,case_caseTimelineEventsDates,case_caseTitle,case_caseType,case_language,case_metadataReference,case_metadataType,dec_decisionAdoptionDate,dec_decisionCelexReference,dec_decisionExternalLinks,dec_decisionNumber,dec_decisionOfficialJournalPublications,dec_decisionOfficialJournalPublicationsPublishedDates,dec_decisionOjPriorPublication,dec_decisionPressReleases,dec_decisionPressReleasesPublicationDates,dec_decisionTypes,dec_language,dec_metadataReference,dec_metadataType
281,6107,https://ec.europa.eu/competition/mergers/cases/decisions/m7962_4097_3.pdf,M.7962-DEC49362-ATT4097,arbitrat*,EN,"e their differences of opinion through cooperation and consultation, the Purchaser may initiate the arbitration process described below. The arbitration process shall be used only to resolve disputes",2026-06-05T17:42:13.372863,,,4097,EN,DDOC,Decision Article 8(2)b – public version - m7962-8(2)-EN,2017-06-07,,2017-04-05,en,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,639,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m7962_639_3.pdf,DOCS,Publication of Section 1.2 of Form CO - M7962_Section1_2,2016-09-27,,2016-09-26,en,M.7962-ATT639,METADATA_CASE_ATTACHMENT,,Antitrust,CHEMCHINA / SYNGENTA,,,,"{""items"":[{""date"":""2017-01-03"",""name"":""Deadline extended by 10 working days under article 10(3)2 on"",""type"":""MEvent58""},{""date"":""2016-11-16"",""name"":""Deadline extended by 10 working days under article 10(3)2 on"",""type"":""MEvent10""},{""date"":""2017-01-09"",""name"":""Commitments submitted in N/2 on"",""type"":""MEvent46""}]}",2017-01-03 | 2016-11-16 | 2017-01-09,,2016-09-23,Merger,,2018-03-15,,M.8170,2016-09-23,M.7962,7962,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_20"",""label"":""C.20 - Manufacture of chemicals and chemical products""}",Normal procedure,,,,CHEMCHINA / SYNGENTA,,en,M.7962,METADATA_CASE,2017-04-05,,,49362,"{""items"":[{""reference"":""C186"",""publishedDate"":""2017-06-10"",""priorPublication"":""false""}]}",2017-06-10,false,"{""items"":[{""reference"":""IP/17/882""}]}",,"{""code"":""DecisionType20600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.7962-DEC49362,METADATA_DECISION
282,6165,https://ec.europa.eu/competition/mergers/cases/decisions/m6663_20130227_20610_3904642_EN.pdf,M.6663-DEC46985-ATT9078,arbitrat*,EN,"this respect that ""It will be a tortuous process to agree the detail in the business plan, but the arbitrator mechanism is as good a method of achieving agreement as can be found in the circumstances",2026-06-05T17:44:25.054312,,,9078,EN,DDOC,Art. 8(3) -  - m6663-8(3)-EN,2014-10-17,,2014-10-16,en,METADATA_DECISION_ATTACHMENT,Opinion of the Advisory Committee,,8679,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m6663_8679_3.pdf,DOCS,m6663-8(3)-EN-AC Opinion,2013-07-31,,2013-07-24,en,M.6663-ATT8679,METADATA_CASE_ATTACHMENT,,Antitrust,RYANAIR / AER LINGUS III,,2013-03-06,,"{""items"":[{""date"":""2012-12-07"",""name"":""Commitments submitted in N/2 on"",""type"":""MEvent4""},{""date"":""2012-09-06"",""name"":""Deadline extended by 15 working days under article 10(3)2 on"",""type"":""MEvent10""},{""date"":""2012-10-17"",""name"":""Commitments submitted in N/2 on"",""type"":""MEvent46""},{""date"":""2013-01-22"",""name"":""Deadline extended by 5 working days under article 10(3)2 on"",""type"":""MEvent58""}]}",2012-12-07 | 2012-09-06 | 2012-10-17 | 2013-01-22,,2012-07-24,Merger,,2013-02-27,,M.4439 | M.5434,2012-07-24,M.6663,6663,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsH_51_1_0"",""label"":""H.51.10 - Passenger air transport""} | {""code"":""NaceSectorsH_51_1"",""label"":""H.51.1 - Passenger air transport""}",Normal procedure,,,,RYANAIR / AER LINGUS III,,en,M.6663,METADATA_CASE,2013-02-27,,,46985,"{""items"":[{""reference"":""C216"",""publishedDate"":""2013-07-30"",""priorPublication"":""false""}]}",2013-07-30,false,"{""items"":[{""reference"":""IP/13/167""}]}",,"{""code"":""DecisionType20610"",""label"":""Art. 8(3)""}",en,M.6663-DEC46985,METADATA_DECISION
283,6239,https://ec.europa.eu/competition/mergers/cases/decisions/m7541_20150714_20212_4564413_EN.pdf,M.7541-DEC{0BD318EA-C614-4139-8A06-8DD18363DB0C}-ATT3292,arbitrat*,EN,lution according to which the new entrant can decide to settle any dispute with the Parties through arbitration. In the event of disagreement between the parties to the arbitration regarding the inter,2026-06-05T17:45:39.974194,"{""code"":""DocumentCategory0587"",""label"":""Decision - web publication""}",2015-11-03,3292,EN,,,2015-11-04,,2015-11-03,en,METADATA_DECISION_ATTACHMENT,"{""code"":""DocumentCategory0250"",""label"":""Description of the concentration""}",2015-05-27,856,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m7541_856_3.pdf,,,2015-05-28,,2015-05-27,en,M.7541-ATT856,METADATA_CASE_ATTACHMENT,,,,,,Competition DG,,,"{""items"":[{}]}",2015-01-27,Merger,,2016-05-26,,,2015-05-27,M.7541,7541,"{""items"":[{""reference"":""C:2015:182:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""182"",""referenceYear"":""2015"",""referenceSeries"":""C"",""publishedDate"":""2015-06-03""}]}",2015-06-03,"{""items"":[{}]}",,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsH_51_1"",""label"":""H.51.1 - Passenger air transport""} | {""code"":""NaceSectorsH_51_2_1"",""label"":""H.51.21 - Freight air transport""}",Normal,,"{""items"":[{""date"":""2015-06-24"",""description"":""Changed deadline - Commitments submitted in N/1 on 24.06.2015"",""type"":""MEvent3"",""label"":""Changed deadline - Commitments submitted in N/1 on DATE_PLACEHOLDER"",""url"":""""}]}",2015-06-24,IAG / AER LINGUS,"{""code"":""MergerCaseType1"",""label"":""Merger""}",en,M.7541,METADATA_CASE,2015-07-14,,"{""items"":[{}]}",{0BD318EA-C614-4139-8A06-8DD18363DB0C},"{""items"":[{""reference"":""C:2015:314:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""314"",""referenceYear"":""2015"",""referenceSeries"":""C"",""publishedDate"":""2015-09-23""}]}",2015-09-23,,"{""items"":[{""reference"":""IP_15_5371"",""webDescription"":"""",""publicationDate"":""2015-09-23""}]}",2015-09-23,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.7541-DEC{0BD318EA-C614-4139-8A06-8DD18363DB0C},METADATA_DECISION
284,6256,https://ec.europa.eu/competition/mergers/cases/decisions/m6214_3522_2.pdf,M.6214-DEC46324-ATT3522,Schieds*,DE,"arktuntersuchung geantwortet haben, führten generell aus, dass SSDs trotz des erheblichen Preisunterschieds zu HDDs zunehmend in die bislang von HDDs dominierten Marktsegmente eindringen, insbesondere",2026-06-05T17:46:35.184424,,,3522,DE,DDOC,Art. 8(1) -  - m6214-8(1)-DE,2012-05-10,,2012-05-08,de,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,509,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m6214_509_4.pdf,DOCS,M6214_Section1_2,2011-04-28,,2011-04-27,en,M.6214-ATT509,METADATA_CASE_ATTACHMENT,,Antitrust,SEAGATE TECHNOLOGY / THE HDD BUSINESS OF SAMSUNG ELECTRONICS | PROJECT PEARL,,2011-10-26,,"{""items"":[{""date"":""2011-06-10"",""name"":""Deadline extended by 12 working days under article 10(3)2 on"",""type"":""MEvent10""}]}",2011-06-10,,2011-04-19,Merger,,2011-10-19,,,2011-04-19,M.6214,6214,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_26_2"",""label"":""C.26.2 - Manufacture of computers and peripheral equipment""}",Normal procedure,,,,SEAGATE TECHNOLOGY / THE HDD BUSINESS OF SAMSUNG ELECTRONICS,,en,M.6214,METADATA_CASE,2011-10-19,,,46324,"{""items"":[{""reference"":""C154"",""publishedDate"":""2012-05-31"",""priorPublication"":""false""}]}",2012-05-31,false,"{""items"":[{""reference"":""IP/11/1213""}]}",,"{""code"":""DecisionType20682"",""label"":""Art. 8(1)""}",en,M.6214-DEC46324,METADATA_DECISION
285,6325,https://ec.europa.eu/competition/mergers/cases/decisions/m7585_925_3.pdf,M.7585-DEC48367-ATT925,arbitrat*,EN,"erally because of a material breach by the Purchaser, in the absence of a final order of a court of arbitration or a court of competent jurisdiction. 6 5. In order to maintain the structural effect of",2026-06-05T17:48:13.836642,,,925,EN,DDOC,Decision 6(1)b with 6(2) - public version(1),2016-02-23,,2015-09-17,en,METADATA_DECISION_ATTACHMENT,Trustee details,,829,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m7585_829_3.pdf,DOCS,Trustee_publication of details,2015-10-27,,2015-10-21,en,M.7585-ATT829,METADATA_CASE_ATTACHMENT,,Antitrust,NXP SEMICONDUCTORS / FREESCALE SEMICONDUCTOR,,,,"{""items"":[{""date"":""2015-07-31"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""}]}",2015-07-31,,2015-07-31,Merger,,2015-09-17,,,2015-07-31,M.7585,7585,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_26_1_1"",""label"":""C.26.11 - Manufacture of electronic components""}",Normal procedure,,,,NXP SEMICONDUCTORS / FREESCALE SEMICONDUCTOR,,en,M.7585,METADATA_CASE,2015-09-17,,,48367,"{""items"":[{""reference"":""C375"",""publishedDate"":""2015-11-12"",""priorPublication"":""false""}]}",2015-11-12,false,"{""items"":[{""reference"":""IP/15/5674""}]}",,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.7585-DEC48367,METADATA_DECISION
286,6361,https://ec.europa.eu/competition/mergers/cases/decisions/m6263_20111020_20310_2069139_.pdf,M.6263-DEC46329-ATT520,arbitrag*,FR,"ns au niveau de l'EEE25. Cette pression concurrentielle semble due non seulement aux possibilités d'arbitrage dont jouissent les usagers du transport aérien, qui en principe peuvent comparer les prix",2026-06-05T17:49:10.466240,,,520,FR,DDOC,Art. 6(1)(b) -  - m6263-FR,2011-11-11,,2011-11-10,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,AELIA / AEROPORTS DE PARIS / JV,,2011-10-20,,,,,2011-09-15,Merger,,2011-10-20,,,2011-09-15,M.6263,6263,,,,,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsL_68_2"",""label"":""L.68.2 - Rental and operating of own or leased real estate""} | {""code"":""NaceSectorsG_47_7"",""label"":""G.47.7 - Retail sale of other goods in specialised stores""}",Normal procedure,false,,,AELIA / AEROPORTS DE PARIS / JV,,en,M.6263,METADATA_CASE,2011-10-20,,,46329,,,false,"{""items"":[{""reference"":""IP/11/1225""}]}",,"{""code"":""DecisionType20310"",""label"":""Art. 6(1)(b)""}",en,M.6263-DEC46329,METADATA_DECISION
287,6393,https://ec.europa.eu/competition/mergers/cases/decisions/m7137_20140625_20310_3804903_FR.pdf,M.7137-DEC47605-ATT1859,arbitrag*,FR,"2. 232. Quatrièmement, les règles de monotonie ont été fixées par la réglementation pour éviter des arbitrages entre semestres par les fournisseurs entre l’ARENH et le prix de marché, et obéir à la lo",2026-06-05T17:49:34.128218,,,1859,FR,DDOC,Art. 6(1)(b) -  - m7137-FR,2014-08-07,,2014-08-06,fr,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,787,FR,https://ec.europa.eu/competition/mergers/cases/additional_data/m7137_787_3.pdf,DOCS,M7137_Section1_2,2014-05-19,,2014-05-19,fr,M.7137-ATT787,METADATA_CASE_ATTACHMENT,,Antitrust,EDF / DALKIA EN FRANCE,,2014-06-25,,,,,2014-05-16,Merger,,2014-06-25,,M.7145,2014-05-16,M.7137,7137,,,,,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsD_35"",""label"":""D.35 - Electricity, gas, steam and air conditioning supply""} | {""code"":""NaceSectorsN_81"",""label"":""N.81 - Services to buildings and landscape activities""} | {""code"":""NaceSectorsD_35_1_1"",""label"":""D.35.11 - Production of electricity""} | {""code"":""NaceSectorsD_35_3"",""label"":""D.35.3 - Steam and air conditioning supply""} | {""code"":""NaceSectorsE_38"",""label"":""E.38 - Waste collection, treatment and disposal activities; materials recovery""} | {""code"":""NaceSectorsD_35_1_3"",""label"":""D.35.13 - Distribution of electricity""} | {""code"":""NaceSectorsD_35_2_2"",""label"":""D.35.22 - Distribution of gaseous fuels through mains""}",Normal procedure,false,,,EDF / DALKIA EN FRANCE,,en,M.7137,METADATA_CASE,2014-06-25,,,47605,"{""items"":[{""reference"":""C260"",""publishedDate"":""2014-08-09"",""priorPublication"":""false""}]}",2014-08-09,false,"{""items"":[{""reference"":""IP/14/729""}]}",,"{""code"":""DecisionType20310"",""label"":""Art. 6(1)(b)""}",en,M.7137-DEC47605,METADATA_DECISION
288,6401,https://ec.europa.eu/competition/mergers/cases/decisions/m6286_20120516_20600_3495062_EN.pdf,M.6286-DEC46613-ATT4536,arbitrat*,EN,final set of the proposed commitments with certain clarifications and the addition of a fast-track arbitration clause was submitted on 30 March 2012. 7.3. SFIR's response on the currently proposed co,2026-06-05T17:49:52.152999,,,4536,EN,DDOC,Art. 8(2) with conditions & obligations -  - m6826-8(2)-EN,2014-02-11,,2014-02-10,en,METADATA_DECISION_ATTACHMENT,Opinion of the Advisory Committee,,4518,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m6286_4518_3.pdf,DOCS,m6286-8(1)-Advisory Opinion-EN,2014-02-11,,2014-02-10,en,M.6286-ATT4518,METADATA_CASE_ATTACHMENT,,Antitrust,SÜDZUCKER / ED&F MAN,,,,"{""items"":[{""date"":""2012-01-24"",""name"":""Commitments submitted in N/2 on"",""type"":""MEvent46""},{""date"":""2011-10-17"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""},{""date"":""2011-12-21"",""name"":""Deadline extended by 5 working days under article 10(3)2 on"",""type"":""MEvent58""},{""date"":""2012-03-16"",""name"":""Commitments submitted in N/2 on"",""type"":""MEvent4""},{""date"":""2012-01-17"",""name"":""Deadline extended by 15 working days under article 10(3)2 on"",""type"":""MEvent58""}]}",2012-01-24 | 2011-10-17 | 2011-12-21 | 2012-03-16 | 2012-01-17,,2011-09-19,Merger,,2012-05-16,,,2011-09-19,M.6286,6286,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsG_46_3_6"",""label"":""G.46.36 - Wholesale of sugar and chocolate and sugar confectionery""} | {""code"":""NaceSectorsC_10_8_1"",""label"":""C.10.81 - Manufacture of sugar""}",Normal procedure,,,,SÜDZUCKER / ED&F MAN,,en,M.6286,METADATA_CASE,2012-05-16,,,46613,"{""items"":[{""reference"":""C160"",""publishedDate"":""2014-05-27"",""priorPublication"":""false""}]}",2014-05-27,false,"{""items"":[{""reference"":""IP/12/486""}]}",,"{""code"":""DecisionType20600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.6286-DEC46613,METADATA_DECISION
289,6454,https://ec.europa.eu/competition/mergers/cases/decisions/m7047_687_2.pdf,M.7047-DEC47320-ATT687,arbitrat*,EN,"h Nokia until 2018, […]. Any disagreement regarding royalty payments will be solved through binding arbitration under the rules of arbitration of the International Chamber of Commerce. While Nokia's p",2026-06-05T17:50:24.338597,,,687,EN,DDOC,Art. 6(1)(b) -  - m7047,2014-02-11,,2014-02-10,en,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,142,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m7047_142_3.pdf,DOCS,M.7048_Section1_2,2013-11-04,,2013-10-31,en,M.7047-ATT142,METADATA_CASE_ATTACHMENT,,Antitrust,MICROSOFT / NOKIA,,2013-12-04,,,,,2013-10-29,Merger,,2013-12-04,,,2013-10-29,M.7047,7047,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_26_3"",""label"":""C.26.3 - Manufacture of communication equipment""}",Normal procedure,,,,MICROSOFT / NOKIA,,en,M.7047,METADATA_CASE,2013-12-04,,,47320,"{""items"":[{""reference"":""C44"",""publishedDate"":""2014-02-15"",""priorPublication"":""false""}]}",2014-02-15,false,"{""items"":[{""reference"":""IP/13/1210""}]}",,"{""code"":""DecisionType20310"",""label"":""Art. 6(1)(b)""}",en,M.7047-DEC47320,METADATA_DECISION
290,6556,https://ec.europa.eu/competition/mergers/cases/decisions/m6607_20130805_20212_3206867_EN.pdf,M.6607-DEC{C306C917-ECDB-46E5-9DDE-AE88BC1DD155}-ATT2258,arbitrat*,EN,"Clause 6.2, the Requesting Party shall serve a notice (the “Notice”), in the sense of a request for arbitration, to the International Chamber of Commerce (“ICC”) (the “Arbitral Institution”), with a c",2026-06-05T17:53:41.105668,"{""code"":""DocumentCategory0587"",""label"":""Decision - web publication""}",2013-08-05,2258,EN,,,2013-08-06,,2013-08-05,en,METADATA_DECISION_ATTACHMENT,"{""code"":""DocumentCategory0250"",""label"":""Description of the concentration""}",2013-06-18,640,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m6607_640_3.pdf,,,2013-06-20,,2013-06-18,en,M.6607-ATT640,METADATA_CASE_ATTACHMENT,,,,,,Competition DG,,,"{""items"":[{}]}",2012-05-02,Merger,,2018-04-30,,,2013-06-18,M.6607,6607,"{""items"":[{""reference"":""C:2013:180:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""180"",""referenceYear"":""2013"",""referenceSeries"":""C"",""publishedDate"":""2013-06-26""}]}",2013-06-26,"{""items"":[{}]}",,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsH_51_1"",""label"":""H.51.1 - Passenger air transport""}",Normal,,"{""items"":[{""date"":""2013-07-16"",""description"":""Changed deadline - Commitments submitted in N/1 on 16.07.2013"",""type"":""MEvent3"",""label"":""Changed deadline - Commitments submitted in N/1 on DATE_PLACEHOLDER"",""url"":""""}]}",2013-07-16,US AIRWAYS / AMERICAN AIRLINES,"{""code"":""MergerCaseType1"",""label"":""Merger""}",en,M.6607,METADATA_CASE,2013-08-05,,"{""items"":[{}]}",{C306C917-ECDB-46E5-9DDE-AE88BC1DD155},"{""items"":[{""reference"":""C:2013:279:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""279"",""referenceYear"":""2013"",""referenceSeries"":""C"",""publishedDate"":""2013-09-27""}]}",2013-09-27,,"{""items"":[{""reference"":""IP_13_764"",""webDescription"":"""",""publicationDate"":""2013-09-27""}]}",2013-09-27,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.6607-DEC{C306C917-ECDB-46E5-9DDE-AE88BC1DD155},METADATA_DECISION
291,6557,https://ec.europa.eu/competition/mergers/cases/decisions/m6607_2259_2.pdf,M.6607-DEC{C306C917-ECDB-46E5-9DDE-AE88BC1DD155}-ATT2259,arbitrat*,EN,"Clause 6.2, the Requesting Party shall serve a notice (the “Notice”), in the sense of a request for arbitration, to the International Chamber of Commerce (“ICC”) (the “Arbitral Institution”), with a c",2026-06-05T17:53:53.689900,"{""code"":""DocumentCategory0587"",""label"":""Decision - web publication""}",2013-09-24,2259,EN,,,2013-09-25,,2013-09-24,en,METADATA_DECISION_ATTACHMENT,"{""code"":""DocumentCategory0250"",""label"":""Description of the concentration""}",2013-06-18,640,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m6607_640_3.pdf,,,2013-06-20,,2013-06-18,en,M.6607-ATT640,METADATA_CASE_ATTACHMENT,,,,,,Competition DG,,,"{""items"":[{}]}",2012-05-02,Merger,,2018-04-30,,,2013-06-18,M.6607,6607,"{""items"":[{""reference"":""C:2013:180:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""180"",""referenceYear"":""2013"",""referenceSeries"":""C"",""publishedDate"":""2013-06-26""}]}",2013-06-26,"{""items"":[{}]}",,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsH_51_1"",""label"":""H.51.1 - Passenger air transport""}",Normal,,"{""items"":[{""date"":""2013-07-16"",""description"":""Changed deadline - Commitments submitted in N/1 on 16.07.2013"",""type"":""MEvent3"",""label"":""Changed deadline - Commitments submitted in N/1 on DATE_PLACEHOLDER"",""url"":""""}]}",2013-07-16,US AIRWAYS / AMERICAN AIRLINES,"{""code"":""MergerCaseType1"",""label"":""Merger""}",en,M.6607,METADATA_CASE,2013-08-05,,"{""items"":[{}]}",{C306C917-ECDB-46E5-9DDE-AE88BC1DD155},"{""items"":[{""reference"":""C:2013:279:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""279"",""referenceYear"":""2013"",""referenceSeries"":""C"",""publishedDate"":""2013-09-27""}]}",2013-09-27,,"{""items"":[{""reference"":""IP_13_764"",""webDescription"":"""",""publicationDate"":""2013-09-27""}]}",2013-09-27,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.6607-DEC{C306C917-ECDB-46E5-9DDE-AE88BC1DD155},METADATA_DECISION
292,6668,https://ec.europa.eu/competition/mergers/cases/decisions/m7873_1821_3.pdf,M.7873-DEC{B7A9913D-4B96-4A76-BC96-0D3934DE2A17}-ATT1821,arbitrat*,EN,rmined by the industry body; e. create a fast track dispute resolution system leading ultimately to arbitration before the International Chamber of Commerce. V.1.2. The results of the market test Merc,2026-06-05T17:55:50.999270,"{""code"":""DocumentCategory0587"",""label"":""Decision - web publication""}",2016-04-20,1821,EN,,,2017-08-18,,2016-04-20,en,METADATA_DECISION_ATTACHMENT,"{""code"":""DocumentCategory0250"",""label"":""Description of the concentration""}",2016-02-26,309,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m7873_309_3.pdf,,,2016-02-29,,2016-02-26,en,M.7873-ATT309,METADATA_CASE_ATTACHMENT,,,,,,Competition DG,,,"{""items"":[{}]}",2015-11-16,Merger,,2017-03-14,,,2016-02-26,M.7873,7873,"{""items"":[{""reference"":""C:2016:089:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""89"",""referenceYear"":""2016"",""referenceSeries"":""C"",""publishedDate"":""2016-03-05""}]}",2016-03-05,"{""items"":[{}]}",,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsK_64"",""label"":""K.64 - Financial service activities, except insurance and pension funding""} | {""code"":""NaceSectorsK_66"",""label"":""K.66 - Activities auxiliary to financial services and insurance activities""}",Normal,,"{""items"":[{""date"":""2016-03-30"",""description"":""Changed deadline - Commitments submitted in N/1 on 30.03.2016"",""type"":""MEvent3"",""label"":""Changed deadline - Commitments submitted in N/1 on DATE_PLACEHOLDER"",""url"":""""}]}",2016-03-30,WORLDLINE / EQUENS / PAYSQUARE,"{""code"":""MergerCaseType1"",""label"":""Merger""}",en,M.7873,METADATA_CASE,2016-04-20,,"{""items"":[{}]}",{B7A9913D-4B96-4A76-BC96-0D3934DE2A17},"{""items"":[{""reference"":""C:2017:279:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""279"",""referenceYear"":""2017"",""referenceSeries"":""C"",""publishedDate"":""2017-08-23""}]}",2017-08-23,,"{""items"":[{""reference"":""IP_16_1462"",""webDescription"":"""",""publicationDate"":""2017-08-23""}]}",2017-08-23,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.7873-DEC{B7A9913D-4B96-4A76-BC96-0D3934DE2A17},METADATA_DECISION
293,6716,https://ec.europa.eu/competition/mergers/cases/decisions/m6564_20121106_20212_2779342_EN.pdf,M.6564-DEC46827-ATT1341,arbitrat*,EN,lementation. The Final Commitments also foresee a dispute settlement procedure including fast-track arbitration in the event that any dispute arises out of their implementation. 5. COMMISSION'S ASSESS,2026-06-05T17:57:01.458298,,,1341,EN,DDOC,Art. 6(1)(b) with conditions & obligations -  - m6564-6(2),2012-11-26,,2012-11-23,en,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,601,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m6564_601_3.pdf,DOCS,M6564_Section1_2,2012-09-18,,2012-09-17,en,M.6564-ATT601,METADATA_CASE_ATTACHMENT,,Antitrust,ARM / GIESECKE & DEVRIENT / GEMALTO / JV | ARM / GIESECKE & DEVRIENT / GEMALTO,,,,"{""items"":[{""date"":""2012-10-12"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""}]}",2012-10-12,,2012-09-14,Merger,,2012-11-06,,,2012-09-14,M.6564,6564,,,,,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsJ_62"",""label"":""J.62 - Computer programming, consultancy and related activities""}",Normal procedure,false,,,ARM / GIESECKE & DEVRIENT / GEMALTO / JV,,en,M.6564,METADATA_CASE,2012-11-06,,,46827,"{""items"":[{""reference"":""C368"",""publishedDate"":""2012-11-28"",""priorPublication"":""false""}]}",2012-11-28,false,"{""items"":[{""reference"":""IP/12/1181""}]}",,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.6564-DEC46827,METADATA_DECISION
